[21:38:11] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:34] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:34] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:45] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:45] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:45] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:45] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:46] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:46] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:46] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:47] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:47] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:47] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:47] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:48] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:45:48] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:10] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:11] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:11] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:11] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:11] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:12] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:12] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:12] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:13] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:13] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:13] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:13] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:14] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:14] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:14] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:15] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:15] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:15] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:15] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:16] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:16] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:16] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:16] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:17] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:20] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:20] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:46:20] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=10 | OBJETS=['person', 'truck', 'car']
[21:46:21] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=10 | OBJETS=['person', 'truck', 'car']
[21:46:21] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=6 | OBJETS=['person', 'car']
[21:46:21] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=10 | OBJETS=['person', 'car', 'truck']
[21:46:21] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=10 | OBJETS=['person', 'car', 'truck']
[21:46:22] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:22] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:22] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=10 | OBJETS=['person', 'truck', 'car']
[21:46:23] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:23] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:23] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:24] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:24] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:24] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:25] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:25] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:25] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:25] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:25] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:25] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:26] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:26] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:26] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:26] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:26] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:27] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:27] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:27] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:27] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:27] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:28] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:28] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:28] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:28] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:28] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:29] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:29] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:29] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:29] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:30] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:30] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'truck']
[21:46:30] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:30] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:31] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:31] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:31] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:31] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:31] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:32] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:32] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:32] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:32] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:32] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:32] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:33] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:33] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:33] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:49] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:49] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:50] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:50] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:50] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:50] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:50] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:51] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'truck']
[21:46:51] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'truck']
[21:46:51] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'truck']
[21:46:51] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'truck']
[21:46:51] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:52] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:52] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=20 | OBJETS=['person', 'person', 'person', 'person', 'person']
[21:46:52] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'truck']
[21:46:52] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'truck']
[21:46:52] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'truck', 'truck']
[21:46:53] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'truck', 'person']
[21:46:53] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'truck']
[21:46:53] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:53] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:53] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:54] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:54] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:54] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:54] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:54] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:55] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:55] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:55] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=32 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:55] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:55] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'truck']
[21:46:56] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:56] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=24 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person']
[21:46:56] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=28 | OBJETS=['person', 'person', 'person', 'person', 'person', 'person', 'person']
[21:46:56] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:56] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:57] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:57] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:57] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:57] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:57] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=17 | OBJETS=['person', 'person', 'person', 'person', 'backpack']
[21:46:58] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=17 | OBJETS=['person', 'person', 'person', 'person', 'backpack']
[21:46:58] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:58] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:58] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:58] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:59] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:59] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:59] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:59] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:46:59] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:00] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:00] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:00] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:00] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:00] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:01] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:01] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:01] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:01] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:01] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:01] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:02] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:02] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:02] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:02] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:02] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:02] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:03] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:03] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:03] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[21:47:03] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
